Station location,Ecozone,Site code,Type of ecosystem,Year,Sample number,Depth (cm)
Emplacement de la station,Écozone,Code de site,Type d’écosystème,Année,Numéro d’échantillon,Profondeur (cm)
Broad,Spruce Forest,BSF,forest,2015,26,60
Broad,Spruce Forest,BSF,forest,2015,27,63
Broad,Spruce Forest,BSF,forest,2015,28,50
Broad,Spruce Forest,BSF,forest,2015,29,62
Broad,Spruce Forest,BSF,forest,2015,30,66
Broad,Spruce Forest,BSF,forest,2015,31,64
Broad,Spruce Forest,BSF,forest,2015,32,68
Broad,Spruce Forest,BSF,forest,2015,33,56
Mary Lake,Forest,MLK,forest,2015,1,55
Mary Lake,Forest,MLK,forest,2015,2,61
Mary Lake,Forest,MLK,forest,2015,3,51
Mary Lake,Forest,MLK,forest,2015,4,60
Mary Lake,Forest,MLK,forest,2015,5,62
Mary Lake,Forest,MLK,forest,2015,6,56
Mary Lake,Forest,MLK,forest,2015,7,62
Mary Lake,Forest,MLK,forest,2015,8,66
Mary Lake,Forest,MLK,forest,2015,9,61
Mary Lake,Forest,MLK,forest,2015,10,64
Mary Lake,Forest,MLK,forest,2015,11,55
Mary Lake,Forest,MLK,forest,2015,12,65
Mary Lake,Forest,MLK,forest,2015,13,58
Mary Lake,Forest,MLK,forest,2015,14,65
Mary Lake,Forest,MLK,forest,2015,15,55
Mary Lake,Forest,MLK,forest,2015,16,67
Mary Lake,Forest,MLK,forest,2015,17,71
Mary Lake,Forest,MLK,forest,2015,18,66
Mary Lake,Forest,MLK,forest,2015,19,69
Mary Lake,Forest,MLK,forest,2015,20,71
Mary Lake,Forest,MLK,forest,2015,21,71
Mary Lake,Forest,MLK,forest,2015,22,62
Mary Lake,Forest,MLK,forest,2015,23,74
Mary Lake,Forest,MLK,forest,2015,24,68
Mary Lake,Forest,MLK,forest,2015,25,62
Mary Lake,Forest,MLK,forest,2015,26,60
Mary Lake,Forest,MLK,forest,2015,27,67
Mary Lake,Forest,MLK,forest,2015,28,72
Mary Lake,Forest,MLK,forest,2015,29,78
Mary Lake,Forest,MLK,forest,2015,30,76
Mary Lake,Forest,MLK,forest,2015,31,62
Mary Lake,Forest,MLK,forest,2015,32,58
Mary Lake,Forest,MLK,forest,2015,33,57
Owl,Coastal Beach Ridge,OBR,beach,2015,1,6
Owl,Coastal Beach Ridge,OBR,beach,2015,2,6
Owl,Coastal Beach Ridge,OBR,beach,2015,3,7
Owl,Coastal Beach Ridge,OBR,beach,2015,4,8
Owl,Coastal Beach Ridge,OBR,beach,2015,5,7
Owl,Coastal Beach Ridge,OBR,beach,2015,6,9
Owl,Coastal Beach Ridge,OBR,beach,2015,7,9
Owl,Coastal Beach Ridge,OBR,beach,2015,8,8
Owl,Coastal Beach Ridge,OBR,beach,2015,9,8
Owl,Coastal Beach Ridge,OBR,beach,2015,10,7
Owl,Coastal Beach Ridge,OBR,beach,2015,11,4
Owl,Coastal Beach Ridge,OBR,beach,2015,12,6
Owl,Coastal Beach Ridge,OBR,beach,2015,13,5
Owl,Coastal Beach Ridge,OBR,beach,2015,14,5
Owl,Coastal Beach Ridge,OBR,beach,2015,15,6
Owl,Coastal Beach Ridge,OBR,beach,2015,16,6
Owl,Coastal Beach Ridge,OBR,beach,2015,17,7
Owl,Coastal Beach Ridge,OBR,beach,2015,18,7
Owl,Coastal Beach Ridge,OBR,beach,2015,19,11
Owl,Coastal Beach Ridge,OBR,beach,2015,20,5
Owl,Coastal Beach Ridge,OBR,beach,2015,21,5
Owl,Coastal Beach Ridge,OBR,beach,2015,22,4
Owl,Coastal Beach Ridge,OBR,beach,2015,23,5
Owl,Coastal Beach Ridge,OBR,beach,2015,24,6
Owl,Coastal Beach Ridge,OBR,beach,2015,25,6
Owl,Coastal Beach Ridge,OBR,beach,2015,26,7
Owl,Coastal Beach Ridge,OBR,beach,2015,27,6
Owl,Coastal Beach Ridge,OBR,beach,2015,28,8
Owl,Coastal Beach Ridge,OBR,beach,2015,29,9
Owl,Coastal Beach Ridge,OBR,beach,2015,30,8
Owl,Coastal Beach Ridge,OBR,beach,2015,31,8
Owl,Coastal Beach Ridge,OBR,beach,2015,32,5
Owl,Coastal Beach Ridge,OBR,beach,2015,33,6
Owl,Coastal Fen,OCF,fen,2015,1,34
Owl,Coastal Fen,OCF,fen,2015,2,32
Owl,Coastal Fen,OCF,fen,2015,3,39
Owl,Coastal Fen,OCF,fen,2015,4,39
Owl,Coastal Fen,OCF,fen,2015,5,42
Owl,Coastal Fen,OCF,fen,2015,6,43
Owl,Coastal Fen,OCF,fen,2015,7,45
Owl,Coastal Fen,OCF,fen,2015,8,46
Owl,Coastal Fen,OCF,fen,2015,9,43
Owl,Coastal Fen,OCF,fen,2015,10,40
Owl,Coastal Fen,OCF,fen,2015,11,50
Owl,Coastal Fen,OCF,fen,2015,12,42
Owl,Coastal Fen,OCF,fen,2015,13,43
Owl,Coastal Fen,OCF,fen,2015,14,45
Owl,Coastal Fen,OCF,fen,2015,15,42
Owl,Coastal Fen,OCF,fen,2015,16,36
Owl,Coastal Fen,OCF,fen,2015,17,39
Owl,Coastal Fen,OCF,fen,2015,18,41
Owl,Coastal Fen,OCF,fen,2015,19,47
Owl,Coastal Fen,OCF,fen,2015,20,43
Owl,Coastal Fen,OCF,fen,2015,21,46
Owl,Coastal Fen,OCF,fen,2015,22,47
Owl,Coastal Fen,OCF,fen,2015,23,52
Owl,Coastal Fen,OCF,fen,2015,24,56
Owl,Coastal Fen,OCF,fen,2015,25,58
Owl,Coastal Fen,OCF,fen,2015,26,52
Owl,Coastal Fen,OCF,fen,2015,27,55
Owl,Coastal Fen,OCF,fen,2015,28,51
Owl,Coastal Fen,OCF,fen,2015,29,48
Owl,Coastal Fen,OCF,fen,2015,30,44
Owl,Coastal Fen,OCF,fen,2015,31,41
Owl,Coastal Fen,OCF,fen,2015,32,38
Owl,Coastal Fen,OCF,fen,2015,33,32
Owl,Spruce Forest,OSF,forest,2015,1,50
Owl,Spruce Forest,OSF,forest,2015,2,42
Owl,Spruce Forest,OSF,forest,2015,3,46
Owl,Spruce Forest,OSF,forest,2015,4,48
Owl,Spruce Forest,OSF,forest,2015,5,42
Owl,Spruce Forest,OSF,forest,2015,6,42
Owl,Spruce Forest,OSF,forest,2015,7,52
Owl,Spruce Forest,OSF,forest,2015,8,53
Owl,Spruce Forest,OSF,forest,2015,9,52
Owl,Spruce Forest,OSF,forest,2015,10,38
Owl,Spruce Forest,OSF,forest,2015,11,52
Owl,Spruce Forest,OSF,forest,2015,12,54
Owl,Spruce Forest,OSF,forest,2015,13,51
Owl,Spruce Forest,OSF,forest,2015,14,48
Owl,Spruce Forest,OSF,forest,2015,15,47
Owl,Spruce Forest,OSF,forest,2015,16,46
Owl,Spruce Forest,OSF,forest,2015,17,52
Owl,Spruce Forest,OSF,forest,2015,18,50
Owl,Spruce Forest,OSF,forest,2015,19,48
Owl,Spruce Forest,OSF,forest,2015,20,44
Owl,Spruce Forest,OSF,forest,2015,21,45
Owl,Spruce Forest,OSF,forest,2015,22,42
Owl,Spruce Forest,OSF,forest,2015,23,59
Owl,Spruce Forest,OSF,forest,2015,24,61
Owl,Spruce Forest,OSF,forest,2015,25,55
Owl,Spruce Forest,OSF,forest,2015,26,46
Owl,Spruce Forest,OSF,forest,2015,27,48
Owl,Spruce Forest,OSF,forest,2015,28,44
Owl,Spruce Forest,OSF,forest,2015,29,46
Owl,Spruce Forest,OSF,forest,2015,30,43
Owl,Spruce Forest,OSF,forest,2015,31,50
Owl,Spruce Forest,OSF,forest,2015,32,52
Owl,Spruce Forest,OSF,forest,2015,33,57
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,1,32
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,2,38
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,3,24
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,4,26
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,5,34
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,6,47
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,7,33
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,8,36
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,9,37
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,10,26
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,11,36
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,12,41
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,13,23
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,14,30
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,15,22
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,16,39
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,17,39
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,18,39
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,19,40
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,20,39
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,21,30
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,22,41
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,23,40
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,24,41
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,25,36
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,26,38
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,27,29
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,28,31
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,29,30
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,30,31
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,31,30
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,32,39
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2015,33,20
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,1,14
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,2,10
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,3,3
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,4,13
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,5,8
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,6,14
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,7,12
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,8,9
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,9,8
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,10,10
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,11,20
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,12,12
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,13,10
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,14,18
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,15,12
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,16,20
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,17,20
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,18,25
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,19,12
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,20,10
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,21,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,22,8
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,23,5
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,24,9
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,25,9
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,26,2
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,27,10
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,28,11
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,29,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,30,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,31,4
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,32,8
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,33,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2015,34,5
Roberge Lake,Tree Island,RTI,island,2015,1,118
Roberge Lake,Tree Island,RTI,island,2015,2,128
Roberge Lake,Tree Island,RTI,island,2015,3,126
Roberge Lake,Tree Island,RTI,island,2015,4,127
Roberge Lake,Tree Island,RTI,island,2015,5,101
Roberge Lake,Tree Island,RTI,island,2015,6,136
Roberge Lake,Tree Island,RTI,island,2015,7,136
Roberge Lake,Tree Island,RTI,island,2015,8,150
Roberge Lake,Tree Island,RTI,island,2015,9,148
Roberge Lake,Tree Island,RTI,island,2015,10,116
Roberge Lake,Tree Island,RTI,island,2015,11,105
Roberge Lake,Tree Island,RTI,island,2015,12,118
Roberge Lake,Tree Island,RTI,island,2015,13,125
Roberge Lake,Tree Island,RTI,island,2015,14,140
Roberge Lake,Tree Island,RTI,island,2015,15,139
Roberge Lake,Tree Island,RTI,island,2015,16,139
Roberge Lake,Tree Island,RTI,island,2015,17,141
Roberge Lake,Tree Island,RTI,island,2015,18,138
Roberge Lake,Tree Island,RTI,island,2015,19,136
Roberge Lake,Tree Island,RTI,island,2015,20,134
Roberge Lake,Tree Island,RTI,island,2015,21,142
Roberge Lake,Tree Island,RTI,island,2015,22,139
Roberge Lake,Tree Island,RTI,island,2015,23,144
Roberge Lake,Tree Island,RTI,island,2015,24,135
Roberge Lake,Tree Island,RTI,island,2015,25,136
Roberge Lake,Tree Island,RTI,island,2015,26,108
Broad,Coastal Beach Ridge,BBR,beach,2016,1,8
Broad,Coastal Beach Ridge,BBR,beach,2016,2,10
Broad,Coastal Beach Ridge,BBR,beach,2016,3,14
Broad,Coastal Beach Ridge,BBR,beach,2016,4,8
Broad,Coastal Beach Ridge,BBR,beach,2016,5,10
Broad,Coastal Beach Ridge,BBR,beach,2016,6,8
Broad,Coastal Beach Ridge,BBR,beach,2016,7,9
Broad,Coastal Beach Ridge,BBR,beach,2016,8,7
Broad,Coastal Beach Ridge,BBR,beach,2016,9,9
Broad,Coastal Beach Ridge,BBR,beach,2016,10,9
Broad,Coastal Beach Ridge,BBR,beach,2016,11,7
Broad,Coastal Beach Ridge,BBR,beach,2016,12,6
Broad,Coastal Beach Ridge,BBR,beach,2016,13,11
Broad,Coastal Beach Ridge,BBR,beach,2016,14,12
Broad,Coastal Beach Ridge,BBR,beach,2016,15,8
Broad,Coastal Beach Ridge,BBR,beach,2016,16,10
Broad,Coastal Beach Ridge,BBR,beach,2016,17,10
Broad,Coastal Beach Ridge,BBR,beach,2016,18,11
Broad,Coastal Beach Ridge,BBR,beach,2016,19,11
Broad,Coastal Beach Ridge,BBR,beach,2016,20,10
Broad,Coastal Beach Ridge,BBR,beach,2016,21,15
Broad,Coastal Beach Ridge,BBR,beach,2016,22,10
Broad,Coastal Beach Ridge,BBR,beach,2016,23,10
Broad,Coastal Beach Ridge,BBR,beach,2016,24,8
Broad,Coastal Beach Ridge,BBR,beach,2016,25,11
Broad,Coastal Beach Ridge,BBR,beach,2016,26,17
Broad,Coastal Beach Ridge,BBR,beach,2016,27,7
Broad,Coastal Beach Ridge,BBR,beach,2016,28,9
Broad,Coastal Beach Ridge,BBR,beach,2016,29,9
Broad,Coastal Beach Ridge,BBR,beach,2016,30,7
Broad,Coastal Beach Ridge,BBR,beach,2016,31,8
Broad,Coastal Beach Ridge,BBR,beach,2016,32,8
Broad,Coastal Beach Ridge,BBR,beach,2016,33,8
Broad,Riparian Forest,BRF,forest,2016,1,47
Broad,Riparian Forest,BRF,forest,2016,2,54
Broad,Riparian Forest,BRF,forest,2016,3,51
Broad,Riparian Forest,BRF,forest,2016,4,52
Broad,Riparian Forest,BRF,forest,2016,5,53
Broad,Riparian Forest,BRF,forest,2016,6,52
Broad,Riparian Forest,BRF,forest,2016,7,49
Broad,Riparian Forest,BRF,forest,2016,8,53
Broad,Riparian Forest,BRF,forest,2016,9,56
Broad,Riparian Forest,BRF,forest,2016,10,50
Broad,Riparian Forest,BRF,forest,2016,11,49
Broad,Riparian Forest,BRF,forest,2016,12,57
Broad,Riparian Forest,BRF,forest,2016,13,36
Broad,Riparian Forest,BRF,forest,2016,14,47
Broad,Riparian Forest,BRF,forest,2016,15,49
Broad,Riparian Forest,BRF,forest,2016,16,33
Broad,Riparian Forest,BRF,forest,2016,17,40
Broad,Riparian Forest,BRF,forest,2016,18,41
Broad,Riparian Forest,BRF,forest,2016,19,57
Broad,Riparian Forest,BRF,forest,2016,20,48
Broad,Riparian Forest,BRF,forest,2016,21,51
Broad,Riparian Forest,BRF,forest,2016,22,44
Broad,Riparian Forest,BRF,forest,2016,23,51
Broad,Riparian Forest,BRF,forest,2016,24,46
Broad,Riparian Forest,BRF,forest,2016,25,53
Broad,Riparian Forest,BRF,forest,2016,26,59
Broad,Riparian Forest,BRF,forest,2016,27,61
Broad,Riparian Forest,BRF,forest,2016,28,54
Broad,Riparian Forest,BRF,forest,2016,29,55
Broad,Riparian Forest,BRF,forest,2016,30,40
Broad,Riparian Forest,BRF,forest,2016,31,47
Broad,Riparian Forest,BRF,forest,2016,32,39
Broad,Riparian Forest,BRF,forest,2016,33,43
Broad,Sedge Fen,BCF,fen,2016,1,20
Broad,Sedge Fen,BCF,fen,2016,2,8
Broad,Sedge Fen,BCF,fen,2016,3,13
Broad,Sedge Fen,BCF,fen,2016,4,18
Broad,Sedge Fen,BCF,fen,2016,5,20
Broad,Sedge Fen,BCF,fen,2016,6,23
Broad,Sedge Fen,BCF,fen,2016,7,22
Broad,Sedge Fen,BCF,fen,2016,8,21
Broad,Sedge Fen,BCF,fen,2016,9,23
Broad,Sedge Fen,BCF,fen,2016,10,13
Broad,Sedge Fen,BCF,fen,2016,11,11
Broad,Sedge Fen,BCF,fen,2016,12,14
Broad,Sedge Fen,BCF,fen,2016,13,20
Broad,Sedge Fen,BCF,fen,2016,14,13
Broad,Sedge Fen,BCF,fen,2016,15,21
Broad,Sedge Fen,BCF,fen,2016,16,21
Broad,Sedge Fen,BCF,fen,2016,17,19
Broad,Sedge Fen,BCF,fen,2016,18,19
Broad,Sedge Fen,BCF,fen,2016,19,21
Broad,Sedge Fen,BCF,fen,2016,20,20
Broad,Sedge Fen,BCF,fen,2016,21,18
Broad,Sedge Fen,BCF,fen,2016,22,15
Broad,Sedge Fen,BCF,fen,2016,23,17
Broad,Sedge Fen,BCF,fen,2016,24,21
Broad,Sedge Fen,BCF,fen,2016,25,10
Broad,Sedge Fen,BCF,fen,2016,26,16
Broad,Sedge Fen,BCF,fen,2016,27,18
Broad,Sedge Fen,BCF,fen,2016,28,28
Broad,Sedge Fen,BCF,fen,2016,29,20
Broad,Sedge Fen,BCF,fen,2016,30,16
Broad,Sedge Fen,BCF,fen,2016,31,24
Broad,Sedge Fen,BCF,fen,2016,32,22
Broad,Sedge Fen,BCF,fen,2016,33,19
Broad,Shrub,BSH,shrub,2016,1,69
Broad,Shrub,BSH,shrub,2016,2,68
Broad,Shrub,BSH,shrub,2016,3,69
Broad,Shrub,BSH,shrub,2016,4,72
Broad,Shrub,BSH,shrub,2016,5,70
Broad,Shrub,BSH,shrub,2016,6,69
Broad,Shrub,BSH,shrub,2016,7,72
Broad,Shrub,BSH,shrub,2016,8,70
Broad,Shrub,BSH,shrub,2016,9,76
Broad,Shrub,BSH,shrub,2016,10,76
Broad,Shrub,BSH,shrub,2016,11,73
Broad,Shrub,BSH,shrub,2016,12,75
Broad,Shrub,BSH,shrub,2016,13,76
Broad,Shrub,BSH,shrub,2016,14,80
Broad,Shrub,BSH,shrub,2016,15,82
Broad,Shrub,BSH,shrub,2016,16,78
Broad,Shrub,BSH,shrub,2016,17,76
Broad,Shrub,BSH,shrub,2016,18,61
Broad,Shrub,BSH,shrub,2016,19,77
Broad,Shrub,BSH,shrub,2016,20,75
Broad,Shrub,BSH,shrub,2016,21,87
Broad,Shrub,BSH,shrub,2016,22,87
Broad,Shrub,BSH,shrub,2016,23,83
Broad,Shrub,BSH,shrub,2016,24,95
Broad,Shrub,BSH,shrub,2016,25,95
Broad,Shrub,BSH,shrub,2016,26,105
Broad,Shrub,BSH,shrub,2016,27,100
Broad,Shrub,BSH,shrub,2016,28,93
Broad,Shrub,BSH,shrub,2016,29,85
Broad,Shrub,BSH,shrub,2016,30,81
Broad,Shrub,BSH,shrub,2016,31,63
Broad,Shrub,BSH,shrub,2016,32,67
Broad,Shrub,BSH,shrub,2016,33,62
Broad,Spruce Forest,BSF,forest,2016,1,43
Broad,Spruce Forest,BSF,forest,2016,2,49
Broad,Spruce Forest,BSF,forest,2016,3,43
Broad,Spruce Forest,BSF,forest,2016,4,44
Broad,Spruce Forest,BSF,forest,2016,5,47
Broad,Spruce Forest,BSF,forest,2016,6,47
Broad,Spruce Forest,BSF,forest,2016,7,48
Broad,Spruce Forest,BSF,forest,2016,8,50
Broad,Spruce Forest,BSF,forest,2016,9,46
Broad,Spruce Forest,BSF,forest,2016,10,57
Broad,Spruce Forest,BSF,forest,2016,11,46
Broad,Spruce Forest,BSF,forest,2016,12,46
Broad,Spruce Forest,BSF,forest,2016,13,52
Broad,Spruce Forest,BSF,forest,2016,14,46
Broad,Spruce Forest,BSF,forest,2016,15,44
Broad,Spruce Forest,BSF,forest,2016,16,48
Broad,Spruce Forest,BSF,forest,2016,17,49
Broad,Spruce Forest,BSF,forest,2016,18,41
Broad,Spruce Forest,BSF,forest,2016,19,50
Broad,Spruce Forest,BSF,forest,2016,20,58
Broad,Spruce Forest,BSF,forest,2016,21,53
Broad,Spruce Forest,BSF,forest,2016,22,57
Broad,Spruce Forest,BSF,forest,2016,23,51
Broad,Spruce Forest,BSF,forest,2016,24,56
Broad,Spruce Forest,BSF,forest,2016,25,49
Broad,Spruce Forest,BSF,forest,2016,26,48
Broad,Spruce Forest,BSF,forest,2016,27,48
Broad,Spruce Forest,BSF,forest,2016,28,45
Broad,Spruce Forest,BSF,forest,2016,29,40
Broad,Spruce Forest,BSF,forest,2016,30,41
Broad,Spruce Forest,BSF,forest,2016,31,40
Broad,Spruce Forest,BSF,forest,2016,32,35
Broad,Spruce Forest,BSF,forest,2016,33,46
Mary Lake,Forest,MLK,forest,2016,1,49
Mary Lake,Forest,MLK,forest,2016,2,49
Mary Lake,Forest,MLK,forest,2016,3,49
Mary Lake,Forest,MLK,forest,2016,4,39
Mary Lake,Forest,MLK,forest,2016,5,50
Mary Lake,Forest,MLK,forest,2016,6,47
Mary Lake,Forest,MLK,forest,2016,7,45
Mary Lake,Forest,MLK,forest,2016,8,45
Mary Lake,Forest,MLK,forest,2016,9,42
Mary Lake,Forest,MLK,forest,2016,10,42
Mary Lake,Forest,MLK,forest,2016,11,48
Mary Lake,Forest,MLK,forest,2016,12,46
Mary Lake,Forest,MLK,forest,2016,13,50
Mary Lake,Forest,MLK,forest,2016,14,46
Mary Lake,Forest,MLK,forest,2016,15,47
Mary Lake,Forest,MLK,forest,2016,16,43
Mary Lake,Forest,MLK,forest,2016,17,50
Mary Lake,Forest,MLK,forest,2016,18,50
Mary Lake,Forest,MLK,forest,2016,19,46
Mary Lake,Forest,MLK,forest,2016,20,49
Mary Lake,Forest,MLK,forest,2016,21,50
Mary Lake,Forest,MLK,forest,2016,22,50
Mary Lake,Forest,MLK,forest,2016,23,41
Mary Lake,Forest,MLK,forest,2016,24,43
Mary Lake,Forest,MLK,forest,2016,25,46
Mary Lake,Forest,MLK,forest,2016,26,47
Mary Lake,Forest,MLK,forest,2016,27,46
Mary Lake,Forest,MLK,forest,2016,28,41
Mary Lake,Forest,MLK,forest,2016,29,44
Mary Lake,Forest,MLK,forest,2016,30,46
Mary Lake,Forest,MLK,forest,2016,31,43
Mary Lake,Forest,MLK,forest,2016,32,43
Mary Lake,Forest,MLK,forest,2016,33,49
Owl,Coastal Beach Ridge,OBR,beach,2016,2,3
Owl,Coastal Beach Ridge,OBR,beach,2016,7,4
Owl,Coastal Beach Ridge,OBR,beach,2016,11,6
Owl,Coastal Beach Ridge,OBR,beach,2016,18,3
Owl,Coastal Beach Ridge,OBR,beach,2016,19,6
Owl,Coastal Beach Ridge,OBR,beach,2016,20,5
Owl,Coastal Beach Ridge,OBR,beach,2016,21,7
Owl,Coastal Beach Ridge,OBR,beach,2016,22,5
Owl,Coastal Beach Ridge,OBR,beach,2016,23,5
Owl,Coastal Beach Ridge,OBR,beach,2016,24,6
Owl,Coastal Beach Ridge,OBR,beach,2016,25,4
Owl,Coastal Beach Ridge,OBR,beach,2016,26,6
Owl,Coastal Beach Ridge,OBR,beach,2016,27,7
Owl,Coastal Beach Ridge,OBR,beach,2016,29,5
Owl,Coastal Beach Ridge,OBR,beach,2016,30,12
Owl,Coastal Beach Ridge,OBR,beach,2016,31,5
Owl,Coastal Beach Ridge,OBR,beach,2016,32,10
Owl,Coastal Beach Ridge,OBR,beach,2016,33,4
Owl,Coastal Fen,OCF,fen,2016,1,31
Owl,Coastal Fen,OCF,fen,2016,2,34
Owl,Coastal Fen,OCF,fen,2016,3,31
Owl,Coastal Fen,OCF,fen,2016,4,38
Owl,Coastal Fen,OCF,fen,2016,5,36
Owl,Coastal Fen,OCF,fen,2016,6,28
Owl,Coastal Fen,OCF,fen,2016,7,32
Owl,Coastal Fen,OCF,fen,2016,8,32
Owl,Coastal Fen,OCF,fen,2016,9,32
Owl,Coastal Fen,OCF,fen,2016,10,41
Owl,Coastal Fen,OCF,fen,2016,11,41
Owl,Coastal Fen,OCF,fen,2016,12,32
Owl,Coastal Fen,OCF,fen,2016,13,27
Owl,Coastal Fen,OCF,fen,2016,14,26
Owl,Coastal Fen,OCF,fen,2016,15,30
Owl,Coastal Fen,OCF,fen,2016,16,32
Owl,Coastal Fen,OCF,fen,2016,17,33
Owl,Coastal Fen,OCF,fen,2016,18,32
Owl,Coastal Fen,OCF,fen,2016,19,28
Owl,Coastal Fen,OCF,fen,2016,20,29
Owl,Coastal Fen,OCF,fen,2016,21,31
Owl,Coastal Fen,OCF,fen,2016,22,29
Owl,Coastal Fen,OCF,fen,2016,23,34
Owl,Coastal Fen,OCF,fen,2016,24,34
Owl,Coastal Fen,OCF,fen,2016,25,31
Owl,Coastal Fen,OCF,fen,2016,26,32
Owl,Coastal Fen,OCF,fen,2016,27,36
Owl,Coastal Fen,OCF,fen,2016,28,28
Owl,Coastal Fen,OCF,fen,2016,29,30
Owl,Coastal Fen,OCF,fen,2016,30,29
Owl,Coastal Fen,OCF,fen,2016,31,33
Owl,Coastal Fen,OCF,fen,2016,32,36
Owl,Coastal Fen,OCF,fen,2016,33,36
Owl,Spruce Forest,OSF,forest,2016,1,32
Owl,Spruce Forest,OSF,forest,2016,2,41
Owl,Spruce Forest,OSF,forest,2016,3,38
Owl,Spruce Forest,OSF,forest,2016,4,31
Owl,Spruce Forest,OSF,forest,2016,5,36
Owl,Spruce Forest,OSF,forest,2016,6,37
Owl,Spruce Forest,OSF,forest,2016,7,37
Owl,Spruce Forest,OSF,forest,2016,8,40
Owl,Spruce Forest,OSF,forest,2016,9,40
Owl,Spruce Forest,OSF,forest,2016,10,34
Owl,Spruce Forest,OSF,forest,2016,11,26
